지점,일시(UTC),기압(hPa),고도(gpm),기온(°C),이슬점온도(°C),풍향(deg),풍속(knot)
47102,2019-01-15 00:00,10,30410,-54.7,-85.7,195,20
47102,2019-01-15 00:00,20,26050,-58.1,-88.1,255,17
47102,2019-01-15 00:00,30,23510,-62.9,-91.9,250,13
47102,2019-01-15 00:00,50,20290,-59.7,-89.7,255,69
47102,2019-01-15 00:00,70,18170,-56.1,-87.1,285,86
47102,2019-01-15 00:00,100,15940,-57.5,-87.5,260,76
47102,2019-01-15 00:00,150,13370,-58.7,-88.7,275,128
47102,2019-01-15 00:00,200,11560,-56.5,-87.5,275,146
47102,2019-01-15 00:00,250,10130,-53.3,-85.3,275,120
47102,2019-01-15 00:00,300,8950,-49.7,-82.7,275,115
47102,2019-01-15 00:00,400,7010,-37.1,-57.1,280,81
47102,2019-01-15 00:00,500,5430,-25.7,-45.7,275,78
47102,2019-01-15 00:00,700,2947,-19.7,-27.7,285,61
47102,2019-01-15 00:00,850,1477,-9.7,-10.9,280,22
47102,2019-01-15 00:00,925,821,-7.3,-10,350,23
47102,2019-01-15 00:00,1000,208,-1.9,-8.9,350,26
47102,2019-01-15 12:00,10,30460,-49.3,-82.3,315,13
47102,2019-01-15 12:00,20,26060,-57.9,-87.9,260,32
47102,2019-01-15 12:00,30,23530,-57.9,-87.9,270,25
47102,2019-01-15 12:00,50,20310,-57.3,-87.3,255,64
47102,2019-01-15 12:00,70,18180,-55.7,-86.7,270,105
47102,2019-01-15 12:00,100,15930,-60.1,-89.1,275,82
47102,2019-01-15 12:00,150,13380,-59.3,-89.3,270,142
47102,2019-01-15 12:00,200,11580,-56.5,-87.5,275,159
47102,2019-01-15 12:00,250,10150,-52.7,-78.7,270,154
47102,2019-01-15 12:00,300,8970,-50.1,-66.1,270,124
47102,2019-01-15 12:00,400,7020,-34.5,-59.5,285,109
47102,2019-01-15 12:00,500,5440,-25.7,-61.7,285,78
47102,2019-01-15 12:00,700,2945,-17.7,-46.7,315,42
47102,2019-01-15 12:00,850,1478,-15.5,-34.5,345,30
47102,2019-01-15 12:00,925,838,-11.9,-16.4,340,31
47102,2019-01-15 12:00,1000,235,-6.5,-17.5,345,30
47102,2019-01-16 00:00,10,30530,-46.7,-80.7,295,11
47102,2019-01-16 00:00,20,26090,-57.3,-87.3,285,22
47102,2019-01-16 00:00,30,23550,-58.3,-88.3,230,21
47102,2019-01-16 00:00,50,20320,-59.7,-89.7,255,52
47102,2019-01-16 00:00,70,18190,-58.3,-88.3,270,100
47102,2019-01-16 00:00,100,15960,-60.3,-89.3,265,105
47102,2019-01-16 00:00,150,13420,-57.5,-87.5,270,138
47102,2019-01-16 00:00,200,11590,-53.9,-84.9,260,143
47102,2019-01-16 00:00,250,10150,-51.9,-83.9,265,130
47102,2019-01-16 00:00,300,8960,-49.7,-82.7,260,100
47102,2019-01-16 00:00,400,7030,-37.1,-41,260,60
47102,2019-01-16 00:00,500,5450,-27.1,-52.1,270,50
47102,2019-01-16 00:00,700,2978,-14.9,-33.9,305,26
47102,2019-01-16 00:00,850,1492,-9.9,-40.9,310,26
47102,2019-01-16 00:00,925,838,-10.7,-19.7,315,20
47102,2019-01-16 00:00,1000,235,-6.3,-14.3,360,10
47102,2019-01-16 12:00,100,,,,,
47102,2019-01-16 12:00,500,5500,-23.5,-42.5,290,33
47102,2019-01-16 12:00,700,2975,-11.9,-24.9,300,33
47102,2019-01-16 12:00,850,1486,-10.5,-11.3,280,25
47102,2019-01-16 12:00,925,829,-5.1,-10.1,285,25
47102,2019-01-16 12:00,1000,208,.8,-9.2,280,18
47102,2019-01-17 00:00,10,30530,-51.3,-83.3,255,18
47102,2019-01-17 00:00,20,26090,-58.9,-88.9,255,42
47102,2019-01-17 00:00,30,23530,-54.3,-85.3,240,36
47102,2019-01-17 00:00,50,20260,-57.7,-87.7,265,69
47102,2019-01-17 00:00,70,18130,-62.7,-91.7,260,90
47102,2019-01-17 00:00,100,15900,-58.5,-88.5,260,95
47102,2019-01-17 00:00,150,13350,-56.5,-87.5,255,120
47102,2019-01-17 00:00,200,11500,-52.7,-84.7,250,95
47102,2019-01-17 00:00,250,10050,-52.7,-84.7,260,101
47102,2019-01-17 00:00,300,8880,-51.5,-83.5,260,70
47102,2019-01-17 00:00,400,6990,-43.1,-78.1,265,32
47102,2019-01-17 00:00,500,5450,-31.7,-49.7,295,22
47102,2019-01-17 00:00,700,2975,-12.9,-30.9,310,19
47102,2019-01-17 00:00,850,1478,-9.3,-20.3,325,19
47102,2019-01-17 00:00,925,821,-5.5,-10.5,310,12
47102,2019-01-17 00:00,1000,203,.2,-8.8,350,12
47102,2019-01-17 12:00,10,30460,-50.1,-83.1,210,21
47102,2019-01-17 12:00,20,26070,-55.9,-86.9,255,53
47102,2019-01-17 12:00,30,23470,-56.7,-87.7,245,60
47102,2019-01-17 12:00,50,20210,-55.5,-86.5,270,68
47102,2019-01-17 12:00,70,18100,-59.5,-89.5,270,87
47102,2019-01-17 12:00,100,15880,-60.5,-89.5,265,88
47102,2019-01-17 12:00,150,13360,-56.5,-87.5,270,105
47102,2019-01-17 12:00,200,11510,-52.9,-84.9,275,85
47102,2019-01-17 12:00,250,10080,-55.9,-86.9,290,78
47102,2019-01-17 12:00,300,8910,-52.5,-84.5,295,59
47102,2019-01-17 12:00,400,7020,-40.9,-76.9,305,48
47102,2019-01-17 12:00,500,5480,-32.5,-46.5,315,34
47102,2019-01-17 12:00,700,3010,-13.1,-26.1,325,26
47102,2019-01-17 12:00,850,1504,-6.7,-19.7,325,18
47102,2019-01-17 12:00,925,842,-4.3,-10.3,305,22
47102,2019-01-17 12:00,1000,223,0,-11,330,8
47102,2019-01-18 00:00,10,30520,-42.9,-77.9,350,9
47102,2019-01-18 00:00,20,26060,-53.7,-84.7,240,54
47102,2019-01-18 00:00,30,23450,-55.5,-86.5,255,64
47102,2019-01-18 00:00,50,20230,-59.1,-89.1,265,68
47102,2019-01-18 00:00,70,18150,-64.1,-92.1,285,87
47102,2019-01-18 00:00,100,15970,-63.5,-91.5,275,92
47102,2019-01-18 00:00,150,13450,-57.3,-87.3,285,114
47102,2019-01-18 00:00,200,11620,-56.1,-87.1,285,136
47102,2019-01-18 00:00,250,10220,-59.7,-77.7,300,120
47102,2019-01-18 00:00,300,9050,-49.9,-68.9,300,118
47102,2019-01-18 00:00,400,7110,-35.9,-64.9,295,92
47102,2019-01-18 00:00,500,5540,-26.1,-33.1,295,63
47102,2019-01-18 00:00,700,3038,-12.3,-27.3,280,31
47102,2019-01-18 00:00,850,1527,-2.5,-25.5,275,21
47102,2019-01-18 00:00,925,858,-3.9,-6.5,235,12
47102,2019-01-18 00:00,1000,237,-.1,-10.1,130,9
47102,2019-01-18 12:00,10,30490,-47.3,-80.3,265,30
47102,2019-01-18 12:00,20,26010,-55.9,-86.9,255,49
47102,2019-01-18 12:00,30,23410,-53.9,-84.9,260,51
47102,2019-01-18 12:00,50,20220,-64.1,-92.1,275,72
47102,2019-01-18 12:00,70,18170,-64.9,-92.9,275,79
47102,2019-01-18 12:00,100,16010,-64.5,-92.5,275,87
47102,2019-01-18 12:00,150,13510,-60.3,-89.3,285,113
47102,2019-01-18 12:00,200,11720,-59.7,-75.7,275,115
47102,2019-01-18 12:00,250,10310,-56.5,-64.5,275,115
47102,2019-01-18 12:00,300,9130,-47.9,-53.9,270,100
47102,2019-01-18 12:00,400,7170,-34.3,-38.6,285,75
47102,2019-01-18 12:00,500,5570,-22.3,-31.3,275,67
47102,2019-01-18 12:00,700,3033,-9.1,-30.1,280,39
47102,2019-01-18 12:00,850,1517,-2.5,-25.5,260,19
47102,2019-01-18 12:00,925,846,-1.9,-23.9,225,8
47102,2019-01-18 12:00,1000,221,2.8,-3.2,160,5
47102,2019-01-19 00:00,10,30530,-46.3,-80.3,270,50
47102,2019-01-19 00:00,20,25990,-53.1,-85.1,265,64
47102,2019-01-19 00:00,30,23420,-59.1,-89.1,275,40
47102,2019-01-19 00:00,50,20260,-66.1,-94.1,265,72
47102,2019-01-19 00:00,70,18210,-63.9,-91.9,280,78
47102,2019-01-19 00:00,100,16040,-65.9,-93.9,275,97
47102,2019-01-19 00:00,150,13560,-61.1,-90.1,270,125
47102,2019-01-19 00:00,200,11750,-55.9,-86.9,265,124
47102,2019-01-19 00:00,250,10330,-53.5,-84.5,265,101
47102,2019-01-19 00:00,300,9140,-45.7,-60.7,265,84
47102,2019-01-19 00:00,400,7170,-31.5,-35.4,265,52
47102,2019-01-19 00:00,500,5550,-21.1,-23.1,255,36
47102,2019-01-19 00:00,700,3017,-9.1,-23.1,260,25
47102,2019-01-19 00:00,850,1503,-4.7,-17.7,250,18
47102,2019-01-19 00:00,925,834,-1.3,-4.5,240,13
47102,2019-01-19 00:00,1000,207,1.8,-4.2,135,8
47102,2019-01-19 12:00,10,30590,-44.7,-78.7,5,13
47102,2019-01-19 12:00,20,25990,-51.9,-83.9,275,55
47102,2019-01-19 12:00,30,23430,-59.3,-89.3,270,51
47102,2019-01-19 12:00,50,20250,-63.1,-92.1,250,72
47102,2019-01-19 12:00,70,18210,-67.3,-94.3,270,71
47102,2019-01-19 12:00,100,16070,-68.1,-95.1,270,114
47102,2019-01-19 12:00,150,13580,-58.1,-88.1,260,138
47102,2019-01-19 12:00,200,11740,-52.9,-84.9,255,145
47102,2019-01-19 12:00,250,10300,-50.9,-67.9,260,137
47102,2019-01-19 12:00,300,9100,-44.1,-73.1,255,116
47102,2019-01-19 12:00,400,7130,-31.9,-35.6,255,79
47102,2019-01-19 12:00,500,5510,-19.3,-25.3,260,66
47102,2019-01-19 12:00,700,2975,-12.1,-20.1,270,23
47102,2019-01-19 12:00,850,1470,-4.7,-22.7,295,13
47102,2019-01-19 12:00,925,802,-1.9,-6,335,11
47102,2019-01-19 12:00,1000,177,1.6,-4.4,355,18
47102,2019-01-20 00:00,10,30580,-40.3,-76.3,260,43
47102,2019-01-20 00:00,20,25950,-50.5,-82.5,245,42
47102,2019-01-20 00:00,30,23390,-59.1,-89.1,245,44
47102,2019-01-20 00:00,50,20210,-66.3,-94.3,270,66
47102,2019-01-20 00:00,70,18160,-63.7,-91.7,270,71
47102,2019-01-20 00:00,100,15980,-62.1,-91.1,260,121
47102,2019-01-20 00:00,150,13430,-55.5,-86.5,255,138
47102,2019-01-20 00:00,200,11580,-51.7,-83.7,260,130
47102,2019-01-20 00:00,250,10120,-49.5,-82.5,255,139
47102,2019-01-20 00:00,300,8920,-47.5,-80.5,260,129
47102,2019-01-20 00:00,400,6970,-37.7,-66.7,270,87
47102,2019-01-20 00:00,500,5410,-29.1,-41.1,280,66
47102,2019-01-20 00:00,700,2930,-14.9,-29.9,305,48
47102,2019-01-20 00:00,850,1448,-11.7,-28.7,340,39
47102,2019-01-20 00:00,925,832,,,,
47102,2019-01-20 00:00,1000,211,,,,
47102,2019-01-20 12:00,10,30590,-43.9,-78.9,285,33
47102,2019-01-20 12:00,20,25980,-52.7,-84.7,265,54
47102,2019-01-20 12:00,30,23370,-55.5,-86.5,245,60
47102,2019-01-20 12:00,50,20180,-60.9,-89.9,255,71
47102,2019-01-20 12:00,70,18120,-65.5,-93.5,270,89
47102,2019-01-20 12:00,100,15920,-60.9,-89.9,265,102
47102,2019-01-20 12:00,150,13370,-55.1,-86.1,260,131
47102,2019-01-20 12:00,200,11530,-51.7,-83.7,265,108
47102,2019-01-20 12:00,250,10070,-50.9,-82.9,275,111
47102,2019-01-20 12:00,300,8880,-50.1,-83.1,275,84
47102,2019-01-20 12:00,400,6980,-43.1,-78.1,300,42
47102,2019-01-20 12:00,500,5440,-31.7,-52.7,295,33
47102,2019-01-20 12:00,700,2977,-14.5,-29.5,310,37
47102,2019-01-20 12:00,850,1489,-10.3,-26.3,315,34
47102,2019-01-20 12:00,925,835,-8.1,-14.1,320,24
47102,2019-01-20 12:00,1000,223,-2.1,-12.1,330,20
47102,2019-01-21 00:00,10,30620,-43.9,-78.9,245,41
47102,2019-01-21 00:00,20,25980,-50.1,-83.1,265,53
47102,2019-01-21 00:00,30,23370,-53.3,-85.3,250,60
47102,2019-01-21 00:00,50,20140,-62.3,-91.3,270,98
47102,2019-01-21 00:00,70,18090,-65.1,-93.1,265,85
47102,2019-01-21 00:00,100,15890,-61.5,-90.5,275,101
47102,2019-01-21 00:00,150,13360,-55.1,-86.1,265,114
47102,2019-01-21 00:00,200,11510,-52.9,-84.9,265,112
47102,2019-01-21 00:00,250,10070,-53.9,-84.9,270,92
47102,2019-01-21 00:00,300,8900,-53.5,-84.5,270,71
47102,2019-01-21 00:00,400,7010,-41.7,-76.7,285,48
47102,2019-01-21 00:00,500,5460,-29.3,-44.3,300,46
47102,2019-01-21 00:00,700,2980,-12.9,-30.9,300,48
47102,2019-01-21 00:00,850,1474,-3.3,-22.3,290,39
47102,2019-01-21 00:00,925,809,-3.3,-6.9,280,25
47102,2019-01-21 00:00,1000,186,2.4,-4.6,270,25
47102,2019-01-21 12:00,10,30490,-37.9,-74.9,245,35
47102,2019-01-21 12:00,20,25890,-50.5,-82.5,270,54
47102,2019-01-21 12:00,30,23290,-56.5,-87.5,270,64
47102,2019-01-21 12:00,50,20110,-66.5,-94.5,265,83
47102,2019-01-21 12:00,70,18070,-64.5,-92.5,275,84
47102,2019-01-21 12:00,100,15880,-61.7,-90.7,270,98
47102,2019-01-21 12:00,150,13350,-56.7,-86.7,265,91
47102,2019-01-21 12:00,200,11510,-53.9,-84.9,265,88
47102,2019-01-21 12:00,250,10080,-55.7,-86.7,280,63
47102,2019-01-21 12:00,300,8920,-52.7,-84.7,320,48
47102,2019-01-21 12:00,400,7020,-41.3,-76.3,305,49
47102,2019-01-21 12:00,500,5460,-30.1,-43.1,300,49
47102,2019-01-21 12:00,700,2979,-12.3,-29.3,320,32
47102,2019-01-21 12:00,850,1469,-2.9,-28.9,310,24
47102,2019-01-21 12:00,925,802,-2.7,-6.7,305,18
47102,2019-01-21 12:00,1000,176,3.2,-4.8,285,16
47102,2019-01-22 00:00,20,25860,-52.5,-84.5,265,45
47102,2019-01-22 00:00,30,23280,-59.5,-89.5,275,65
47102,2019-01-22 00:00,50,20150,-65.7,-93.7,280,67
47102,2019-01-22 00:00,70,18110,-65.5,-93.5,280,80
47102,2019-01-22 00:00,100,15930,-62.5,-91.5,275,84
47102,2019-01-22 00:00,150,13390,-56.1,-87.1,270,82
47102,2019-01-22 00:00,200,11550,-54.9,-85.9,265,72
47102,2019-01-22 00:00,250,10140,-57.7,-87.7,295,46
47102,2019-01-22 00:00,300,8980,-52.5,-80.5,320,40
47102,2019-01-22 00:00,400,7060,-37.7,-49.7,315,33
47102,2019-01-22 00:00,500,5490,-26.3,-43.3,300,34
47102,2019-01-22 00:00,700,2979,-10.5,-28.5,290,33
47102,2019-01-22 00:00,850,1463,-4.3,-24.3,250,21
47102,2019-01-22 00:00,925,795,-2.9,-7.3,275,12
47102,2019-01-22 00:00,1000,171,3,-6,255,9
47102,2019-01-22 12:00,10,30490,-36.9,-73.9,255,17
47102,2019-01-22 12:00,20,25870,-55.5,-86.5,260,70
47102,2019-01-22 12:00,30,23310,-59.9,-89.9,270,63
47102,2019-01-22 12:00,50,20190,-63.7,-91.7,270,69
47102,2019-01-22 12:00,70,18150,-67.5,-94.5,280,78
47102,2019-01-22 12:00,100,15970,-61.5,-90.5,280,85
47102,2019-01-22 12:00,150,13420,-56.3,-87.3,280,92
47102,2019-01-22 12:00,200,11570,-54.3,-85.3,280,79
47102,2019-01-22 12:00,250,10160,-57.5,-87.5,290,84
47102,2019-01-22 12:00,300,8990,-50.1,-77.1,295,81
47102,2019-01-22 12:00,400,7070,-40.1,-52.1,295,51
47102,2019-01-22 12:00,500,5500,-27.1,-45.1,295,43
47102,2019-01-22 12:00,700,2980,-7.9,-30.9,290,39
47102,2019-01-22 12:00,850,1462,-4.3,-22.3,285,34
47102,2019-01-22 12:00,925,790,.6,-25.4,285,30
47102,2019-01-22 12:00,1000,160,4.4,-4.6,275,14
47102,2019-01-23 00:00,10,30470,-37.5,-74.5,240,40
47102,2019-01-23 00:00,20,25890,-56.1,-87.1,280,44
47102,2019-01-23 00:00,30,23350,-63.3,-91.3,275,48
47102,2019-01-23 00:00,50,20230,-67.1,-94.1,270,68
47102,2019-01-23 00:00,70,18200,-63.1,-92.1,270,76
47102,2019-01-23 00:00,100,16010,-62.7,-91.7,270,101
47102,2019-01-23 00:00,150,13460,-53.9,-84.9,275,111
47102,2019-01-23 00:00,200,11600,-52.3,-84.3,270,101
47102,2019-01-23 00:00,250,10170,-56.3,-87.3,280,80
47102,2019-01-23 00:00,300,9000,-52.3,-84.3,290,62
47102,2019-01-23 00:00,400,7090,-38.9,-61.9,305,51
47102,2019-01-23 00:00,500,5520,-25.3,-66.3,300,51
47102,2019-01-23 00:00,700,2986,-7.3,-28.3,305,42
47102,2019-01-23 00:00,850,1468,-5.5,-21.5,335,22
47102,2019-01-23 00:00,925,799,-.7,-25.7,345,21
47102,2019-01-23 00:00,1000,174,2.8,-5.2,345,14
47102,2019-01-23 12:00,10,30450,-41.7,-76.7,270,41
47102,2019-01-23 12:00,20,25910,-53.9,-84.9,270,48
47102,2019-01-23 12:00,30,23360,-62.3,-91.3,260,57
47102,2019-01-23 12:00,50,20230,-64.3,-92.3,265,63
47102,2019-01-23 12:00,70,18180,-67.3,-94.3,275,78
47102,2019-01-23 12:00,100,16000,-63.7,-91.7,280,92
47102,2019-01-23 12:00,150,13470,-55.5,-86.5,265,100
47102,2019-01-23 12:00,200,11620,-52.1,-84.1,275,89
47102,2019-01-23 12:00,250,10190,-58.1,-82.1,280,64
47102,2019-01-23 12:00,300,9040,-54.5,-77.5,290,46
47102,2019-01-23 12:00,400,7130,-38.5,-55.5,295,49
47102,2019-01-23 12:00,500,5560,-24.7,-50.7,325,44
47102,2019-01-23 12:00,700,3021,-8.1,-31.1,325,43
47102,2019-01-23 12:00,850,1503,-4.9,-32.9,330,27
47102,2019-01-23 12:00,925,839,-3.9,-12.9,340,25
47102,2019-01-23 12:00,1000,217,2.2,-11.8,330,24
47102,2019-01-24 00:00,10,30420,-38.9,-74.9,260,63
47102,2019-01-24 00:00,20,25900,-53.7,-84.7,270,42
47102,2019-01-24 00:00,30,23350,-59.1,-89.1,265,56
47102,2019-01-24 00:00,50,20210,-66.5,-94.5,275,58
47102,2019-01-24 00:00,70,18170,-65.1,-93.1,280,73
47102,2019-01-24 00:00,100,15990,-62.9,-91.9,280,95
47102,2019-01-24 00:00,150,13450,-55.1,-86.1,275,114
47102,2019-01-24 00:00,200,11610,-54.1,-85.1,285,81
47102,2019-01-24 00:00,250,10200,-60.3,-89.3,310,73
47102,2019-01-24 00:00,300,9050,-52.1,-69.1,310,68
47102,2019-01-24 00:00,400,7120,-36.7,-52.7,300,54
47102,2019-01-24 00:00,500,5540,-25.5,-66.5,295,50
47102,2019-01-24 00:00,700,3022,-9.7,-21.7,295,32
47102,2019-01-24 00:00,850,1507,-4.1,-22.1,345,28
47102,2019-01-24 00:00,925,837,-1.5,-50.5,340,16
47102,2019-01-24 00:00,1000,219,-1.9,-10.9,350,11
47102,2019-01-24 12:00,100,15990,-64.1,-92.1,285,104
47102,2019-01-24 12:00,150,13460,-56.3,-87.3,280,107
47102,2019-01-24 12:00,200,11630,-54.3,-85.3,290,96
47102,2019-01-24 12:00,250,10230,-59.9,-74.9,295,99
47102,2019-01-24 12:00,300,9060,-50.9,-65.9,295,91
47102,2019-01-24 12:00,400,7130,-36.1,-45.1,290,76
47102,2019-01-24 12:00,500,5540,-23.1,-30.1,290,64
47102,2019-01-24 12:00,700,3012,-10.3,-31.3,295,41
47102,2019-01-24 12:00,850,1506,-6.3,-17.3,300,21
47102,2019-01-24 12:00,925,840,-1.5,-20.5,335,12
47102,2019-01-24 12:00,1000,217,-.1,-8.1,325,9
47102,2019-01-24 18:00,100,15990,-62.1,-91.1,290,103
47102,2019-01-24 18:00,150,13450,-55.9,-86.9,280,106
47102,2019-01-24 18:00,200,11610,-54.3,-85.3,285,98
47102,2019-01-24 18:00,250,10200,-61.3,-69.3,280,84
47102,2019-01-24 18:00,300,9050,-51.3,-59.3,280,80
47102,2019-01-24 18:00,400,7110,-35.5,-40.5,280,75
47102,2019-01-24 18:00,500,5520,-22.7,-38.7,280,63
47102,2019-01-24 18:00,700,2994,-12.1,-30.1,290,44
47102,2019-01-24 18:00,850,1499,-8.1,-15.1,285,26
47102,2019-01-24 18:00,925,838,-4.5,-24.5,335,16
47102,2019-01-24 18:00,1000,219,.8,-13.2,325,14
47102,2019-01-25 00:00,10,30440,-43.1,-78.1,250,59
47102,2019-01-25 00:00,20,25900,-55.5,-86.5,285,54
47102,2019-01-25 00:00,30,23360,-62.5,-91.5,295,47
47102,2019-01-25 00:00,50,20230,-68.3,-95.3,290,74
47102,2019-01-25 00:00,70,18190,-64.1,-92.1,285,72
47102,2019-01-25 00:00,100,16000,-63.1,-92.1,285,96
47102,2019-01-25 00:00,150,13460,-54.9,-85.9,285,122
47102,2019-01-25 00:00,200,11600,-51.3,-83.3,275,108
47102,2019-01-25 00:00,250,10160,-53.3,-80.3,285,99
47102,2019-01-25 00:00,300,8990,-51.1,-66.1,280,105
47102,2019-01-25 00:00,400,7060,-36.1,-43.1,280,85
47102,2019-01-25 00:00,500,5470,-24.7,-36.7,280,70
47102,2019-01-25 00:00,700,2968,-13.1,-38.1,295,46
47102,2019-01-25 00:00,850,1486,-11.1,-21.1,320,31
47102,2019-01-25 00:00,925,834,-7.9,-15.9,340,26
47102,2019-01-25 00:00,1000,221,-1.7,-14.7,345,26
47102,2019-01-25 12:00,10,30370,-34.7,-72.7,250,51
47102,2019-01-25 12:00,20,25840,-54.9,-85.9,265,68
47102,2019-01-25 12:00,30,23320,-62.5,-91.5,290,51
47102,2019-01-25 12:00,50,20190,-66.5,-94.5,285,76
47102,2019-01-25 12:00,70,18180,-68.5,-95.5,280,82
47102,2019-01-25 12:00,100,16000,-61.3,-90.3,275,100
47102,2019-01-25 12:00,150,13450,-53.5,-84.5,290,110
47102,2019-01-25 12:00,200,11560,-46.5,-80.5,285,110
47102,2019-01-25 12:00,250,10080,-46.7,-80.7,295,105
47102,2019-01-25 12:00,300,8880,-49.1,-82.1,290,91
47102,2019-01-25 12:00,400,6950,-38.3,-74.3,300,85
47102,2019-01-25 12:00,500,5400,-32.9,-57.9,315,61
47102,2019-01-25 12:00,700,2966,-19.3,-41.3,340,34
47102,2019-01-25 12:00,850,1502,-11.5,-24.5,15,30
47102,2019-01-25 12:00,925,853,-7.9,-17.9,360,18
47102,2019-01-25 12:00,1000,240,-2.1,-15.1,355,18
47102,2019-01-26 00:00,50,20220,-68.1,-95.1,290,54
47102,2019-01-26 00:00,70,18180,-67.1,-94.1,285,83
47102,2019-01-26 00:00,100,16000,-62.1,-91.1,285,103
47102,2019-01-26 00:00,150,13440,-53.9,-84.9,290,108
47102,2019-01-26 00:00,200,11570,-50.1,-83.1,295,107
47102,2019-01-26 00:00,250,10120,-50.1,-83.1,305,89
47102,2019-01-26 00:00,300,8920,-47.9,-80.9,310,86
47102,2019-01-26 00:00,400,6990,-37.9,-73.9,330,72
47102,2019-01-26 00:00,500,5430,-31.9,-57.9,340,58
47102,2019-01-26 00:00,700,2987,-18.9,-48.9,5,45
47102,2019-01-26 00:00,850,1520,-10.3,-29.3,360,38
47102,2019-01-26 00:00,925,868,-10.7,-17.7,5,29
47102,2019-01-26 00:00,1000,262,-4.9,-14.9,355,24
47102,2019-01-26 12:00,10,30340,-44.3,-78.3,280,68
47102,2019-01-26 12:00,20,25840,-57.7,-87.7,280,65
47102,2019-01-26 12:00,30,23340,-63.9,-91.9,265,43
47102,2019-01-26 12:00,50,20220,-67.7,-94.7,290,84
47102,2019-01-26 12:00,70,18200,-67.9,-94.9,280,70
47102,2019-01-26 12:00,100,16020,-59.9,-88.9,285,92
47102,2019-01-26 12:00,150,13460,-55.5,-86.5,285,111
47102,2019-01-26 12:00,200,11610,-51.3,-83.3,295,106
47102,2019-01-26 12:00,250,10170,-53.3,-85.3,290,91
47102,2019-01-26 12:00,300,9000,-50.5,-82.5,300,76
47102,2019-01-26 12:00,400,7080,-39.1,-54.1,315,57
47102,2019-01-26 12:00,500,5520,-30.1,-69.1,330,36
47102,2019-01-26 12:00,700,3045,-12.5,-50.5,20,18
47102,2019-01-26 12:00,850,1539,-4.7,-52.7,355,27
47102,2019-01-26 12:00,925,874,-3.1,-38.1,335,28
47102,2019-01-26 12:00,1000,257,-.3,-11.3,335,28
47102,2019-01-27 00:00,10,30390,-40.9,-76.9,255,64
47102,2019-01-27 00:00,20,25870,-56.5,-87.5,270,40
47102,2019-01-27 00:00,30,23340,-67.1,-94.1,270,52
47102,2019-01-27 00:00,50,20240,-66.7,-93.7,290,54
47102,2019-01-27 00:00,70,18210,-65.5,-93.5,275,89
47102,2019-01-27 00:00,100,16020,-62.9,-91.9,295,105
47102,2019-01-27 00:00,150,13480,-55.5,-86.5,285,120
47102,2019-01-27 00:00,200,11630,-53.7,-84.7,290,92
47102,2019-01-27 00:00,250,10210,-56.9,-76.9,295,91
47102,2019-01-27 00:00,300,9050,-53.5,-67.5,305,84
47102,2019-01-27 00:00,400,7140,-37.5,-43.5,300,69
47102,2019-01-27 00:00,500,5560,-26.7,-35.7,300,41
47102,2019-01-27 00:00,700,3049,-11.1,-53.1,265,19
47102,2019-01-27 00:00,850,1536,-4.7,-31.7,260,21
47102,2019-01-27 00:00,925,870,-2.9,-35.9,275,17
47102,2019-01-27 00:00,1000,250,.6,-6.4,260,9
47102,2019-01-27 12:00,10,30370,-40.1,-76.1,275,49
47102,2019-01-27 12:00,20,25840,-60.5,-89.5,280,57
47102,2019-01-27 12:00,30,23310,-61.1,-90.1,280,66
47102,2019-01-27 12:00,50,20210,-67.7,-94.7,305,76
47102,2019-01-27 12:00,70,18180,-69.3,-96.3,275,84
47102,2019-01-27 12:00,100,16020,-63.1,-92.1,290,110
47102,2019-01-27 12:00,150,13490,-55.5,-86.5,280,136
47102,2019-01-27 12:00,200,11630,-51.5,-83.5,285,135
47102,2019-01-27 12:00,250,10190,-53.9,-66.9,285,119
47102,2019-01-27 12:00,300,9020,-51.9,-57.9,280,103
47102,2019-01-27 12:00,400,7080,-34.9,-38.2,265,89
47102,2019-01-27 12:00,500,5490,-25.5,-28.1,275,65
47102,2019-01-27 12:00,700,2983,-12.3,-13,280,44
47102,2019-01-27 12:00,850,1479,-5.7,-23.7,250,26
47102,2019-01-27 12:00,925,815,-2.9,-6.2,245,20
47102,2019-01-27 12:00,1000,190,3,-3,235,16
47102,2019-01-28 00:00,10,30500,-41.9,-76.9,280,58
47102,2019-01-28 00:00,20,25930,-58.9,-88.9,285,47
47102,2019-01-28 00:00,30,23400,-63.9,-91.9,265,35
47102,2019-01-28 00:00,50,20280,-68.5,-95.5,270,45
47102,2019-01-28 00:00,70,18250,-66.5,-94.5,270,112
47102,2019-01-28 00:00,100,16080,-62.7,-91.7,280,108
47102,2019-01-28 00:00,150,13530,-54.5,-85.5,285,140
47102,2019-01-28 00:00,200,11650,-48.5,-81.5,285,164
47102,2019-01-28 00:00,250,10170,-45.7,-79.7,285,155
47102,2019-01-28 00:00,300,8970,-47.5,-80.5,290,145
47102,2019-01-28 00:00,400,7030,-37.1,-74.1,295,88
47102,2019-01-28 00:00,500,5450,-26.3,-66.3,295,79
47102,2019-01-28 00:00,700,2941,-13.5,-44.5,305,48
47102,2019-01-28 00:00,850,1466,-11.9,-15.4,305,23
47102,2019-01-28 00:00,925,811,-4.9,-16.9,325,19
47102,2019-01-28 00:00,1000,188,3.2,-15.8,325,19
47102,2019-01-28 12:00,10,30510,-36.1,-73.1,265,21
